,name,chapter,appeared,rolling_appearance
1647283,Hack,1060,1,1.0
1647380,Imu,1060,1,1.0
1647381,Inazuma,1060,1,1.0
1647415,Jaygarcia Saturn,1060,1,3.0
1647426,Jewelry Bonney,1060,1,1.0
1647432,Jinbe,1060,1,11.0
1647474,Karasu,1060,1,2.0
1647517,Koala,1060,1,2.0
1647527,Komane,1060,1,1.0
1647621,Marcus Mars,1060,1,3.0
1647705,Monkey D. Dragon,1060,1,2.0
1647707,Monkey D. Luffy,1060,1,21.0
1647716,Morley,1060,1,2.0
1647757,Nami,1060,1,18.0
1647782,Nico Robin,1060,1,10.0
1647950,Roronoa Zoro,1060,1,16.0
1647971,Sabo,1060,1,1.0
1647985,Sanji,1060,1,14.0
1648013,Seki,1060,1,1.0
1648030,Shepherd Ju Peter,1060,1,3.0
1648157,Tony Tony Chopper,1060,1,15.0
1648159,Topman Warcury,1060,1,4.0
1648207,Usopp,1060,1,17.0
1648449,Brook,1061,1,13.0
1648477,Caribou,1061,1,3.0
1648673,Doll,1061,1,1.0
1648685,Doran,1061,1,1.0
1648745,Franky,1061,1,13.0
1648870,Helmeppo,1061,1,1.0
1648877,Hibari,1061,1,1.0
1648981,Jewelry Bonney,1061,1,2.0
1648987,Jinbe,1061,1,12.0
1649100,Kujaku,1061,1,1.0
1649209,Mecha-Shark,1061,1,1.0
1649250,Mocha,1061,1,1.0
1649262,Monkey D. Luffy,1061,1,22.0
1649312,Nami,1061,1,19.0
1649337,Nico Robin,1061,1,11.0
1649437,Prince Grus,1061,1,1.0
1649505,Roronoa Zoro,1061,1,17.0
1649540,Sanji,1061,1,15.0
1649613,Sind,1061,1,1.0
1649685,Tashigi,1061,1,1.0
1649712,Tony Tony Chopper,1061,1,16.0
1649762,Usopp,1061,1,18.0
1649765,Uzu,1061,1,1.0
1649773,Vegapunk,1061,1,1.0
1650004,Brook,1062,1,14.0
1650300,Franky,1062,1,14.0
1650422,Hattori,1062,1,1.0
1650536,Jewelry Bonney,1062,1,3.0
1650542,Jinbe,1062,1,13.0
1650571,Kaku,1062,1,2.0
1650572,Kaku,1062,1,1.0
1650817,Monkey D. Luffy,1062,1,22.0
1650867,Nami,1062,1,19.0
1650892,Nico Robin,1062,1,12.0
1651045,Rob Lucci,1062,1,1.0
1651060,Roronoa Zoro,1062,1,17.0
1651076,S-Bear,1062,1,1.0
1651095,Sanji,1062,1,15.0
1651208,Stussy,1062,1,1.0
1651267,Tony Tony Chopper,1062,1,17.0
1651317,Usopp,1062,1,18.0
1651506,Bepo,1063,1,9.0
1651714,Clione,1063,1,3.0
1651779,Doc Q,1063,1,1.0
1652043,Ikkaku,1063,1,6.0
1652044,Ikkaku,1063,1,5.0
1652082,Jean Bart,1063,1,5.0
1652089,Jesus Burgess,1063,1,1.0
1652091,Jewelry Bonney,1063,1,4.0
1652097,Jinbe,1063,1,14.0
1652297,Marshall D. Teach,1063,1,1.0
1652372,Monkey D. Luffy,1063,1,23.0
1652518,Penguin,1063,1,4.0
1652685,Shachi,1063,1,6.0
1652762,Stronger,1063,1,1.0
1652822,Tony Tony Chopper,1063,1,17.0
1652831,Trafalgar D. Water Law,1063,1,13.0
1652860,Uni,1063,1,4.0
1652878,Van Augur,1063,1,1.0
1653061,Bepo,1064,1,10.0
1653114,Brook,1064,1,14.0
1653236,Charlotte Pudding,1064,1,1.0
1653334,Doc Q,1064,1,2.0
1653410,Franky,1064,1,14.0
1653506,Hakugan,1064,1,2.0
1653637,Jean Bart,1064,1,6.0
1653646,Jewelry Bonney,1064,1,5.0
1653652,Jinbe,1064,1,14.0
1653852,Marshall D. Teach,1064,1,2.0
1653927,Monkey D. Luffy,1064,1,23.0
1653977,Nami,1064,1,19.0
1654002,Nico Robin,1064,1,12.0
1654073,Penguin,1064,1,5.0
1654170,Roronoa Zoro,1064,1,16.0
1654196,Sakazuki,1064,1,2.0
1654205,Sanji,1064,1,16.0
1654240,Shachi,1064,1,7.0
1654317,Stronger,1064,1,2.0
1654377,Tony Tony Chopper,1064,1,18.0
1654386,Trafalgar D. Water Law,1064,1,13.0
1654427,Usopp,1064,1,18.0
1654433,Van Augur,1064,1,2.0
1654669,Brook,1065,1,15.0
1654697,Caribou,1065,1,4.0
1654965,Franky,1065,1,15.0
1655201,Jewelry Bonney,1065,1,6.0
1655207,Jinbe,1065,1,15.0
1655218,Joshu,1065,1,1.0
1655482,Monkey D. Luffy,1065,1,23.0
1655532,Nami,1065,1,20.0
1655557,Nico Robin,1065,1,13.0
1655725,Roronoa Zoro,1065,1,17.0
1655743,S-Shark,1065,1,1.0
1655760,Sanji,1065,1,17.0
1655932,Tony Tony Chopper,1065,1,19.0
1655982,Usopp,1065,1,19.0
1656069,Zeus,1065,1,4.0
1656520,Franky,1066,1,16.0
1656756,Jewelry Bonney,1066,1,7.0
1656762,Jinbe,1066,1,16.0
1657037,Monkey D. Luffy,1066,1,23.0
1657087,Nami,1066,1,20.0
1657112,Nico Robin,1066,1,14.0
1657315,Sanji,1066,1,18.0
1657351,Shaka,1066,1,1.0
1657487,Tony Tony Chopper,1066,1,19.0
1657537,Usopp,1066,1,20.0
1657548,Vegapunk,1066,1,2.0
1657678,Atlas,1067,1,1.0
1657703,Bartholomew Kuma,1067,1,2.0
1657718,Belo Betty,1067,1,3.0
1658031,Edison,1067,1,1.0
1658043,Emporio Ivankov,1067,1,3.0
1658075,Franky,1067,1,17.0
1658197,Hattori,1067,1,2.0
1658266,Inazuma,1067,1,2.0
1658311,Jewelry Bonney,1067,1,8.0
1658317,Jinbe,1067,1,17.0
1658346,Kaku,1067,1,4.0
1658347,Kaku,1067,1,3.0
1658359,Karasu,1067,1,3.0
1658402,Koala,1067,1,3.0
1658469,Lilith,1067,1,1.0
1658473,Lindbergh,1067,1,2.0
1658590,Monkey D. Dragon,1067,1,3.0
1658592,Monkey D. Luffy,1067,1,23.0
1658642,Nami,1067,1,20.0
1658667,Nico Robin,1067,1,15.0
1658777,Pythagoras,1067,1,1.0
1658820,Rob Lucci,1067,1,2.0
1658851,S-Bear,1067,1,2.0
1658870,Sanji,1067,1,18.0
1658906,Shaka,1067,1,2.0
1658983,Stussy,1067,1,2.0
1659042,Tony Tony Chopper,1067,1,19.0
1659092,Usopp,1067,1,21.0
1659103,Vegapunk,1067,1,3.0
1659161,York,1067,1,1.0
1659233,Atlas,1068,1,2.0
1659258,Bartholomew Kuma,1068,1,3.0
1659630,Franky,1068,1,18.0
1659752,Hattori,1068,1,3.0
1659866,Jewelry Bonney,1068,1,9.0
1659872,Jinbe,1068,1,18.0
1659901,Kaku,1068,1,6.0
1659902,Kaku,1068,1,5.0
1660024,Lilith,1068,1,2.0
1660145,Monkey D. Dragon,1068,1,4.0
1660147,Monkey D. Luffy,1068,1,23.0
1660197,Nami,1068,1,20.0
1660222,Nico Robin,1068,1,16.0
1660332,Pythagoras,1068,1,2.0
1660375,Rob Lucci,1068,1,3.0
1660406,S-Bear,1068,1,3.0
1660425,Sanji,1068,1,19.0
1660461,Shaka,1068,1,3.0
1660538,Stussy,1068,1,3.0
1660597,Tony Tony Chopper,1068,1,19.0
1660647,Usopp,1068,1,22.0
1660658,Vegapunk,1068,1,4.0
1660788,Atlas,1069,1,3.0
1661185,Franky,1069,1,18.0
1661307,Hattori,1069,1,4.0
1661421,Jewelry Bonney,1069,1,10.0
1661427,Jinbe,1069,1,18.0
1661456,Kaku,1069,1,8.0
1661457,Kaku,1069,1,7.0
1661702,Monkey D. Luffy,1069,1,23.0
1661752,Nami,1069,1,20.0
1661777,Nico Robin,1069,1,16.0
1661887,Pythagoras,1069,1,3.0
1661930,Rob Lucci,1069,1,4.0
1661961,S-Bear,1069,1,4.0
1661962,S-Hawk,1069,1,1.0
1661963,S-Shark,1069,1,2.0
1661964,S-Snake,1069,1,1.0
1661971,Sakazuki,1069,1,3.0
1661980,Sanji,1069,1,19.0
1662012,Sentomaru,1069,1,1.0
1662016,Shaka,1069,1,4.0
1662093,Stussy,1069,1,4.0
1662152,Tony Tony Chopper,1069,1,19.0
1662202,Usopp,1069,1,22.0
1662213,Vegapunk,1069,1,5.0
1662343,Atlas,1070,1,4.0
1662434,Borsalino,1070,1,2.0
1662696,Edison,1070,1,2.0
1662740,Franky,1070,1,19.0
1662862,Hattori,1070,1,5.0
1662976,Jewelry Bonney,1070,1,11.0
1662982,Jinbe,1070,1,19.0
1663011,Kaku,1070,1,10.0
1663012,Kaku,1070,1,9.0
1663257,Monkey D. Luffy,1070,1,23.0
1663307,Nami,1070,1,22.0
1663332,Nico Robin,1070,1,17.0
1663442,Pythagoras,1070,1,4.0
1663485,Rob Lucci,1070,1,5.0
1663516,S-Bear,1070,1,5.0
1663517,S-Hawk,1070,1,2.0
1663518,S-Shark,1070,1,3.0
1663519,S-Snake,1070,1,2.0
1663535,Sanji,1070,1,21.0
1663567,Sentomaru,1070,1,2.0
1663648,Stussy,1070,1,5.0
1663707,Tony Tony Chopper,1070,1,20.0
1663757,Usopp,1070,1,22.0
1663768,Vegapunk,1070,1,6.0
1663923,Bartholomew Kuma,1071,1,4.0
1664223,Doll,1071,1,2.0
1664251,Edison,1071,1,3.0
1664262,Emma,1071,1,1.0
1664275,Eustass Kid,1071,1,7.0
1664295,Franky,1071,1,19.0
1664343,Gig,1071,1,4.0
1664417,Hattori,1071,1,6.0
1664420,Helmeppo,1071,1,2.0
1664427,Hibari,1071,1,2.0
1664531,Jewelry Bonney,1071,1,12.0
1664537,Jinbe,1071,1,19.0
1664566,Kaku,1071,1,11.0
1664567,Kaku,1071,1,12.0
1664607,Killer,1071,1,6.0
1664689,Lilith,1071,1,3.0
1664811,Monkey D. Garp,1071,1,1.0
1664812,Monkey D. Luffy,1071,1,23.0
1664862,Nami,1071,1,22.0
1664887,Nico Robin,1071,1,17.0
1664997,Pythagoras,1071,1,5.0
1665021,Reck,1071,1,1.0
1665040,Rob Lucci,1071,1,6.0
1665055,Roronoa Zoro,1071,1,17.0
1665090,Sanji,1071,1,21.0
1665126,Shaka,1071,1,5.0
1665203,Stussy,1071,1,6.0
1665262,Tony Tony Chopper,1071,1,20.0
1665312,Usopp,1071,1,22.0
1665323,Vegapunk,1071,1,7.0
1665381,York,1071,1,2.0
1665478,Bartholomew Kuma,1072,1,5.0
1665554,Brook,1072,1,14.0
1665806,Edison,1072,1,4.0
1665850,Franky,1072,1,20.0
1665972,Hattori,1072,1,7.0
1666086,Jewelry Bonney,1072,1,13.0
1666121,Kaku,1072,1,14.0
1666122,Kaku,1072,1,13.0
1666244,Lilith,1072,1,4.0
1666417,Nami,1072,1,22.0
1666595,Rob Lucci,1072,1,7.0
1666610,Roronoa Zoro,1072,1,17.0
1666626,S-Bear,1072,1,6.0
1666627,S-Hawk,1072,1,3.0
1666628,S-Shark,1072,1,4.0
1666629,S-Snake,1072,1,3.0
1666645,Sanji,1072,1,21.0
1666681,Shaka,1072,1,6.0
1666758,Stussy,1072,1,7.0
1666867,Usopp,1072,1,22.0
1666878,Vegapunk,1072,1,8.0
1667099,Borsalino,1073,1,3.0
1667109,Brook,1073,1,14.0
1667113,Buckingham Stussy,1073,1,1.0
1667361,Edison,1073,1,5.0
1667527,Hattori,1073,1,8.0
1667630,Jaygarcia Saturn,1073,1,3.0
1667647,Jinbe,1073,1,20.0
1667799,Lilith,1073,1,5.0
1667835,Marco,1073,1,3.0
1667922,Monkey D. Luffy,1073,1,22.0
1667972,Nami,1073,1,22.0
1667997,Nico Robin,1073,1,18.0
1668107,Pythagoras,1073,1,6.0
1668150,Rob Lucci,1073,1,8.0
1668165,Roronoa Zoro,1073,1,17.0
1668181,S-Bear,1073,1,7.0
1668182,S-Hawk,1073,1,4.0
1668183,S-Shark,1073,1,5.0
1668184,S-Snake,1073,1,4.0
1668200,Sanji,1073,1,22.0
1668236,Shaka,1073,1,7.0
1668313,Stussy,1073,1,8.0
1668372,Tony Tony Chopper,1073,1,20.0
1668422,Usopp,1073,1,22.0
1668491,York,1073,1,3.0
1668563,Atlas,1074,1,5.0
1668588,Bartholomew Kuma,1074,1,6.0
1668664,Brook,1074,1,14.0
1668916,Edison,1074,1,6.0
1668960,Franky,1074,1,19.0
1669172,Iyan'eno Chinode,1074,1,1.0
1669196,Jewelry Bonney,1074,1,14.0
1669202,Jinbe,1074,1,20.0
1669231,Kaku,1074,1,13.0
1669232,Kaku,1074,1,14.0
1669477,Monkey D. Luffy,1074,1,22.0
1669485,Morgans,1074,1,2.0
1669527,Nami,1074,1,22.0
1669540,Nefertari Vivi,1074,1,1.0
1669552,Nico Robin,1074,1,18.0
1669662,Pythagoras,1074,1,7.0
1669705,Rob Lucci,1074,1,9.0
1669720,Roronoa Zoro,1074,1,17.0
1669755,Sanji,1074,1,22.0
1669787,Sentomaru,1074,1,3.0
1669791,Shaka,1074,1,8.0
1669868,Stussy,1074,1,9.0
1669927,Tony Tony Chopper,1074,1,20.0
1669977,Usopp,1074,1,22.0
1670013,Wapol,1074,1,1.0
1670046,York,1074,1,4.0
1670118,Atlas,1075,1,6.0
1670219,Brook,1075,1,14.0
1670471,Edison,1075,1,7.0
1670515,Franky,1075,1,19.0
1670757,Jinbe,1075,1,20.0
1670786,Kaku,1075,1,15.0
1670787,Kaku,1075,1,16.0
1670909,Lilith,1075,1,6.0
1671032,Monkey D. Luffy,1075,1,22.0
1671082,Nami,1075,1,22.0
1671107,Nico Robin,1075,1,19.0
1671217,Pythagoras,1075,1,8.0
1671260,Rob Lucci,1075,1,10.0
1671275,Roronoa Zoro,1075,1,17.0
1671291,S-Bear,1075,1,8.0
1671292,S-Hawk,1075,1,5.0
1671294,S-Snake,1075,1,5.0
1671310,Sanji,1075,1,22.0
1671346,Shaka,1075,1,9.0
1671423,Stussy,1075,1,10.0
1671482,Tony Tony Chopper,1075,1,20.0
1671532,Usopp,1075,1,22.0
1671601,York,1075,1,5.0
1671718,Benn Beckman,1076,1,3.0
1671760,Bonk Punch,1076,1,3.0
1671772,Brogy,1076,1,1.0
1671782,Building Snake,1076,1,1.0
1671934,Colon,1076,1,1.0
1672012,Dorry,1076,1,1.0
1672050,Eustass Kid,1076,1,4.0
1672085,Gab,1076,1,2.0
1672118,Gig,1076,1,3.0
1672194,Heat,1076,1,1.0
1672233,Hongo,1076,1,2.0
1672341,Kaku,1076,1,18.0
1672342,Kaku,1076,1,17.0
1672360,Kashii,1076,1,1.0
1672382,Killer,1076,1,4.0
1672466,Limejuice,1076,1,2.0
1672478,Lucky Roux,1076,1,4.0
1672521,Mato,1076,1,1.0
1672587,Monkey D. Luffy,1076,1,22.0
1672588,Monster,1076,1,3.0
1672600,Mosh,1076,1,1.0
1672692,Oimo,1076,1,1.0
1672697,Oli,1076,1,1.0
1672749,Pomp,1076,1,1.0
1672815,Rob Lucci,1076,1,11.0
1672821,Rockstar,1076,1,1.0
1672830,Roronoa Zoro,1076,1,17.0
1672846,S-Bear,1076,1,9.0
1672847,S-Hawk,1076,1,6.0
1672901,Shaka,1076,1,10.0
1672906,Shanks,1076,1,4.0
1673098,Vegapunk,1076,1,9.0
1673147,Yasopp,1076,1,3.0
1673329,Brook,1077,1,14.0
1673581,Edison,1077,1,8.0
1673625,Franky,1077,1,19.0
1673896,Kaku,1077,1,20.0
1673897,Kaku,1077,1,19.0
1674019,Lilith,1077,1,7.0
1674142,Monkey D. Luffy,1077,1,23.0
1674192,Nami,1077,1,22.0
1674327,Pythagoras,1077,1,9.0
1674370,Rob Lucci,1077,1,12.0
1674385,Roronoa Zoro,1077,1,18.0
1674401,S-Bear,1077,1,10.0
1674402,S-Hawk,1077,1,7.0
1674403,S-Shark,1077,1,6.0
1674404,S-Snake,1077,1,6.0
1674420,Sanji,1077,1,22.0
1674452,Sentomaru,1077,1,4.0
1674456,Shaka,1077,1,11.0
1674642,Usopp,1077,1,22.0
1674653,Vegapunk,1077,1,10.0
1674729,Zeus,1077,1,3.0
1674783,Atlas,1078,1,7.0
1674884,Brook,1078,1,14.0
1675136,Edison,1078,1,9.0
1675180,Franky,1078,1,19.0
1675416,Jewelry Bonney,1078,1,15.0
1675422,Jinbe,1078,1,19.0
1675451,Kaku,1078,1,21.0
1675452,Kaku,1078,1,21.0
1675697,Monkey D. Luffy,1078,1,23.0
1675747,Nami,1078,1,22.0
1675772,Nico Robin,1078,1,18.0
1675882,Pythagoras,1078,1,10.0
1675925,Rob Lucci,1078,1,13.0
1675940,Roronoa Zoro,1078,1,18.0
1675956,S-Bear,1078,1,11.0
1675958,S-Shark,1078,1,7.0
1675959,S-Snake,1078,1,7.0
1675975,Sanji,1078,1,22.0
1676007,Sentomaru,1078,1,5.0
1676088,Stussy,1078,1,11.0
1676147,Tony Tony Chopper,1078,1,19.0
1676208,Vegapunk,1078,1,11.0
1676266,York,1078,1,6.0
1676383,Benn Beckman,1079,1,3.0
1676428,Boogie,1079,1,1.0
1676437,Brogy,1079,1,2.0
1676440,Bubblegum,1079,1,1.0
1676603,Compo,1079,1,1.0
1676655,Dive,1079,1,1.0
1676677,Dorry,1079,1,2.0
1676702,Emma,1079,1,2.0
1676715,Eustass Kid,1079,1,4.0
1676737,Fugar,1079,1,1.0
1676781,Gerotini,1079,1,1.0
1676783,Gig,1079,1,3.0
1676859,Heat,1079,1,2.0
1676878,Hip,1079,1,1.0
1676898,Hongo,1079,1,2.0
1677025,Kashii,1079,1,2.0
1677047,Killer,1079,1,3.0
1677131,Limejuice,1079,1,2.0
1677132,Linaria,1079,1,1.0
1677143,Lucky Roux,1079,1,3.0
1677265,Mosh,1079,1,2.0
1677357,Oimo,1079,1,2.0
1677362,Oli,1079,1,2.0
1677414,Pomp,1079,1,2.0
1677432,Pururu,1079,1,1.0
1677461,Reck,1079,1,2.0
1677514,S-Snake,1079,1,8.0
1677562,Sentomaru,1079,1,6.0
1677571,Shanks,1079,1,3.0
1677732,UK,1079,1,1.0
1677799,Wire,1079,1,1.0
1677812,Yasopp,1079,1,3.0
1677896,Avalo Pizarro,1080,1,1.0
1678415,Helmeppo,1080,1,3.0
1678422,Hibari,1080,1,3.0
1678619,Koby,1080,1,1.0
1678645,Kujaku,1080,1,2.0
1678806,Monkey D. Garp,1080,1,2.0
1678982,Prince Grus,1080,1,2.0
1679086,Sanjuan Wolf,1080,1,1.0
1679149,Shiryu,1080,1,1.0
1679230,Tashigi,1080,1,2.0
1679316,Vasco Shot,1080,1,1.0
1679496,Bepo,1081,1,3.0
1679970,Helmeppo,1081,1,4.0
1679977,Hibari,1081,1,4.0
1680072,Jean Bart,1081,1,3.0
1680079,Jesus Burgess,1081,1,2.0
1680174,Koby,1081,1,2.0
1680200,Kujaku,1081,1,3.0
1680222,Kuzan,1081,1,1.0
1680287,Marshall D. Teach,1081,1,3.0
1680361,Monkey D. Garp,1081,1,3.0
1680537,Prince Grus,1081,1,3.0
1680752,Stronger,1081,1,3.0
1680785,Tashigi,1081,1,3.0
1680821,Trafalgar D. Water Law,1081,1,3.0
1680868,Van Augur,1081,1,3.0
1680968,Ahiru,1082,1,1.0
1680979,Alvida,1082,1,1.0
1681043,Belo Betty,1082,1,3.0
1681110,Buggy,1082,1,1.0
1681120,Cabaji,1082,1,1.0
1681281,Crocodile,1082,1,1.0
1681346,Dracule Mihawk,1082,1,1.0
1681368,Emporio Ivankov,1082,1,3.0
1681425,Gambo,1082,1,1.0
1681541,Hina,1082,1,1.0
1681623,Jango,1082,1,1.0
1681643,Jiron,1082,1,1.0
1681727,Koala,1082,1,3.0
1681907,Moda,1082,1,1.0
1681908,Mohji,1082,1,1.0
1681915,Monkey D. Dragon,1082,1,4.0
1681926,Morley,1082,1,2.0
1682181,Sabo,1082,1,2.0
1682224,Sengoku,1082,1,1.0
1682387,Tsuru,1082,1,1.0
1682415,Ushiano,1082,1,1.0
1682523,Ahiru,1083,1,2.0
1682598,Belo Betty,1083,1,3.0
1682923,Emporio Ivankov,1083,1,3.0
1682980,Gambo,1083,1,2.0
1683198,Jiron,1083,1,2.0
1683239,Karasu,1083,1,2.0
1683282,Koala,1083,1,3.0
1683353,Lindbergh,1083,1,2.0
1683470,Monkey D. Dragon,1083,1,4.0
1683481,Morley,1083,1,2.0
1683736,Sabo,1083,1,2.0
1683969,Usakkov,1083,1,1.0
1683970,Ushiano,1083,1,2.0
1684138,Bartholomew Kuma,1084,1,6.0
1684162,Bian,1084,1,1.0
1684447,Donquixote Mjosgard,1084,1,1.0
1684488,Ethanbaron V. Nusjuro,1084,1,1.0
1684516,Fukaboshi,1084,1,1.0
1684700,Imu,1084,1,1.0
1684735,Jaygarcia Saturn,1084,1,2.0
1684746,Jewelry Bonney,1084,1,14.0
1684773,Kabu,1084,1,1.0
1684794,Karasu,1084,1,3.0
1684902,Leo,1084,1,1.0
1684935,Manboshi,1084,1,1.0
1684941,Marcus Mars,1084,1,1.0
1685036,Morley,1084,1,3.0
1685087,Nefertari Cobra,1084,1,1.0
1685235,Rebecca,1084,1,1.0
1685283,Ryuboshi,1084,1,1.0
1685291,Sabo,1084,1,3.0
1685293,Sai,1084,1,1.0
1685350,Shepherd Ju Peter,1084,1,1.0
1685368,Shirahoshi,1084,1,1.0
1685479,Topman Warcury,1084,1,1.0
1685490,Tritobu,1084,1,1.0
1685569,Wheel,1084,1,1.0
1685656,Aramaki,1085,1,1.0
1685743,Blueno,1085,1,1.0
1686043,Ethanbaron V. Nusjuro,1085,1,2.0
1686071,Fukaboshi,1085,1,2.0
1686074,Fukurou,1085,1,1.0
1686162,Ham Burger,1085,1,1.0
1686255,Imu,1085,1,2.0
1686272,Issho,1085,1,1.0
1686280,Jabra,1085,1,1.0
1686290,Jaygarcia Saturn,1085,1,3.0
1686341,Kalifa,1085,1,1.0
1686381,Kinderella,1085,1,1.0
1686422,Kumadori,1085,1,1.0
1686490,Manboshi,1085,1,2.0
1686496,Marcus Mars,1085,1,2.0
1686499,Mari,1085,1,1.0
1686642,Nefertari Cobra,1085,1,2.0
1686645,Nefertari Vivi,1085,1,2.0
1686651,Neptune,1085,1,1.0
1686799,Riku Doldo III,1085,1,1.0
1686838,Ryuboshi,1085,1,2.0
1686846,Sabo,1085,1,4.0
1686905,Shepherd Ju Peter,1085,1,2.0
1686923,Shirahoshi,1085,1,2.0
1687034,Topman Warcury,1085,1,2.0
1687118,Wapol,1085,1,2.0
1687557,Donquixote Mjosgard,1086,1,2.0
1687588,Emporio Ivankov,1086,1,4.0
1687605,Figarland Garling,1086,1,1.0
1688135,Monkey D. Dragon,1086,1,5.0
1688401,Sabo,1086,1,5.0
1688781,Avalo Pizarro,1087,1,2.0
1688861,Bogard,1087,1,1.0
1688873,Brannew,1087,1,1.0
1689185,Fullbody,1087,1,1.0
1689300,Helmeppo,1087,1,4.0
1689307,Hibari,1087,1,4.0
1689398,Jango,1087,1,2.0
1689504,Koby,1087,1,3.0
1689530,Kujaku,1087,1,3.0
1689552,Kuzan,1087,1,2.0
1689691,Monkey D. Garp,1087,1,4.0
1689867,Prince Grus,1087,1,3.0
1689971,Sanjuan Wolf,1087,1,2.0
1690034,Shiryu,1087,1,2.0
1690115,Tashigi,1087,1,3.0
1690201,Vasco Shot,1087,1,2.0
1690336,Avalo Pizarro,1088,1,3.0
1690855,Helmeppo,1088,1,5.0
1690862,Hibari,1088,1,5.0
1691059,Koby,1088,1,4.0
1691085,Kujaku,1088,1,4.0
1691107,Kuzan,1088,1,3.0
1691246,Monkey D. Garp,1088,1,5.0
1691422,Prince Grus,1088,1,4.0
1691526,Sanjuan Wolf,1088,1,3.0
1691589,Shiryu,1088,1,3.0
1691670,Tashigi,1088,1,4.0
1691756,Vasco Shot,1088,1,3.0
1691853,Ahiru,1089,1,3.0
1691961,Bluegrass,1089,1,1.0
1691979,Borsalino,1089,1,3.0
1691989,Brook,1089,1,7.0
1692125,Chichilisia,1089,1,1.0
1692169,Curly Dadan,1089,1,1.0
1692207,Doberman,1089,1,1.0
1692210,Dogra,1089,1,1.0
1692213,Doll,1089,1,2.0
1692263,Ethanbaron V. Nusjuro,1089,1,3.0
1692285,Franky,1089,1,11.0
1692370,Guillotine,1089,1,1.0
1692407,Hattori,1089,1,8.0
1692426,Hina,1089,1,2.0
1692455,Hound,1089,1,1.0
1692466,Iceburg,1089,1,1.0
1692475,Imu,1089,1,3.0
1692510,Jaygarcia Saturn,1089,1,4.0
1692521,Jewelry Bonney,1089,1,10.0
1692527,Jinbe,1089,1,10.0
1692631,Kouzuki Momonosuke,1089,1,1.0
1692668,Laboon,1089,1,1.0
1692703,Magra,1089,1,1.0
1692707,Makino,1089,1,1.0
1692708,Makino's Child,1089,1,1.0
1692716,Marcus Mars,1089,1,3.0
1692802,Monkey D. Luffy,1089,1,13.0
1692852,Nami,1089,1,13.0
1692942,Peepley Lulu,1089,1,1.0
1692965,Pomsky,1089,1,1.0
1693013,Red King,1089,1,1.0
1693030,Rob Lucci,1089,1,13.0
1693045,Roronoa Zoro,1089,1,11.0
1693080,Sanji,1089,1,13.0
1693112,Sentomaru,1089,1,7.0
1693125,Shepherd Ju Peter,1089,1,3.0
1693240,Tilestone,1089,1,1.0
1693252,Tony Tony Chopper,1089,1,10.0
1693254,Topman Warcury,1089,1,3.0
1693257,Tosa,1089,1,1.0
1693281,Uholisia,1089,1,1.0
1693294,Urban,1089,1,1.0
1693302,Usopp,1089,1,12.0
1693313,Vegapunk,1089,1,10.0
1693351,Woop Slap,1089,1,1.0
1693371,York,1089,1,7.0
1693443,Atlas,1090,1,6.0
1693516,Bluegrass,1090,1,2.0
1693534,Borsalino,1090,1,4.0
1693544,Brook,1090,1,8.0
1693762,Doberman,1090,1,2.0
1693796,Edison,1090,1,9.0
1693818,Ethanbaron V. Nusjuro,1090,1,4.0
1693840,Franky,1090,1,10.0
1693962,Hattori,1090,1,7.0
1694065,Jaygarcia Saturn,1090,1,5.0
1694076,Jewelry Bonney,1090,1,9.0
1694082,Jinbe,1090,1,9.0
1694111,Kaku,1090,1,1.0
1694112,Kaku,1090,1,2.0
1694234,Lilith,1090,1,6.0
1694271,Marcus Mars,1090,1,4.0
1694357,Monkey D. Luffy,1090,1,12.0
1694365,Morgans,1090,1,2.0
1694407,Nami,1090,1,12.0
1694420,Nefertari Vivi,1090,1,3.0
1694432,Nico Robin,1090,1,8.0
1694568,Red King,1090,1,2.0
1694585,Rob Lucci,1090,1,12.0
1694600,Roronoa Zoro,1090,1,13.0
1694616,S-Bear,1090,1,9.0
1694617,S-Hawk,1090,1,8.0
1694618,S-Shark,1090,1,7.0
1694619,S-Snake,1090,1,9.0
1694635,Sanji,1090,1,12.0
1694667,Sentomaru,1090,1,8.0
1694680,Shepherd Ju Peter,1090,1,4.0
1694748,Stussy,1090,1,9.0
1694807,Tony Tony Chopper,1090,1,9.0
1694809,Topman Warcury,1090,1,4.0
1694812,Tosa,1090,1,2.0
1694849,Urban,1090,1,2.0
1694857,Usopp,1090,1,11.0
1694868,Vegapunk,1090,1,9.0
1694893,Wapol,1090,1,3.0
1694926,York,1090,1,7.0
1694998,Atlas,1091,1,6.0
1695089,Borsalino,1091,1,5.0
1695099,Brook,1091,1,9.0
1695323,Doll,1091,1,3.0
1695351,Edison,1091,1,10.0
1695395,Franky,1091,1,10.0
1695517,Hattori,1091,1,7.0
1695620,Jaygarcia Saturn,1091,1,6.0
1695631,Jewelry Bonney,1091,1,9.0
1695666,Kaku,1091,1,3.0
1695667,Kaku,1091,1,4.0
1695789,Lilith,1091,1,7.0
1695912,Monkey D. Luffy,1091,1,12.0
1695962,Nami,1091,1,12.0
1696123,Red King,1091,1,3.0
1696140,Rob Lucci,1091,1,12.0
1696155,Roronoa Zoro,1091,1,14.0
1696190,Sanji,1091,1,12.0
1696222,Sentomaru,1091,1,8.0
1696303,Stussy,1091,1,9.0
1696412,Usopp,1091,1,11.0
